,Unnamed: 0,Unnamed: 0.1,序号,车型,上车时间,城 市,起点,终点,里程 [公里],金额 [元],cmplt_start_address,cmplt_ending_address,cmplt_start_address_converted,cmplt_ending_address_converted
189,189,189,190,滴滴专车,05-24 16:04 周一,北京市,兴华大街|北京石油化工学院-南门,海子角东口-公交站,5.4,25.76,北京市兴华大街|北京石油化工学院-南门,北京市海子角东口-公交站,"116.325793,39.7462","116.355209,39.7187"
190,190,190,191,滴滴快车,05-24 18:16 周一,北京市,海子角东口-公交站-上车点,兴华大街|北京石油化工学院-南门,7.08,22.19,北京市海子角东口-公交站-上车点,北京市兴华大街|北京石油化工学院-南门,"116.355209,39.7187","116.325793,39.7462"
191,191,191,192,滴滴快车,05-28 12:44 周五,北京市,观音寺-北门,兴华大街|北京石油化工学院-南门,3.7,12.87,北京市观音寺-北门,北京市兴华大街|北京石油化工学院-南门,"116.347837,39.7286","116.325793,39.7462"
192,192,192,193,滴滴快车,05-31 22:04 周一,北京市,兴华大街|北京石油化工学院-南门,观音寺小区25号楼,3.96,14.5,北京市兴华大街|北京石油化工学院-南门,北京市观音寺小区25号楼,"116.325793,39.7462","116.3473,39.7278"
193,193,193,194,滴滴快车,06-02 22:07 周三,北京市,兴华大街|北京石油化工学院-北3门,观音寺小区25号楼,4.09,14.16,北京市兴华大街|北京石油化工学院-北3门,北京市观音寺小区25号楼,"116.328622,39.7500","116.3473,39.7278"
194,194,194,195,滴滴快车,06-04 17:57 周五,北京市,兴华大街|北京石油化工学院-南门,观音寺小区25号楼,3.97,17.64,北京市兴华大街|北京石油化工学院-南门,北京市观音寺小区25号楼,"116.325793,39.7462","116.3473,39.7278"
195,195,195,196,滴滴快车,06-07 06:46 周一,北京市,观音寺-北门,兴华大街|北京石油化工学院-北3门,4.84,15.95,北京市观音寺-北门,北京市兴华大街|北京石油化工学院-北3门,"116.347837,39.7286","116.328622,39.7500"
196,196,196,197,滴滴快车,06-09 21:01 周三,北京市,兴华大街|北京石油化工学院-北3门,观音寺小区25号楼,4.17,14.99,北京市兴华大街|北京石油化工学院-北3门,北京市观音寺小区25号楼,"116.328622,39.7500","116.3473,39.7278"
197,197,197,198,滴滴快车,06-13 12:16 周日,北京市,观音寺-北门,兴华大街|枣园尚城南区-北门,4.5,15.64,北京市观音寺-北门,北京市兴华大街|枣园尚城南区-北门,"116.347837,39.7286","116.332131,39.7562"
198,198,198,199,滴滴快车,06-14 14:39 周一,北京市,观音寺-北门,大兴区|天堂河小区东侧-下车点,8.6,26.06,北京市观音寺-北门,北京市大兴区|天堂河小区东侧-下车点,"116.347837,39.7286","116.341483,39.7269"
199,199,199,200,滴滴快车,06-15 20:35 周二,北京市,兴华大街|枣园尚城南区-东门东南侧,观音寺小区25号楼,4.6,17.44,北京市兴华大街|枣园尚城南区-东门东南侧,北京市观音寺小区25号楼,"116.332131,39.7562","116.3473,39.7278"
200,200,200,201,滴滴快车,06-16 08:08 周三,北京市,观音寺-北门,兴华大街|北京石油化工学院-北3门,3.9,16.29,北京市观音寺-北门,北京市兴华大街|北京石油化工学院-北3门,"116.347837,39.7286","116.328622,39.7500"
201,201,201,202,滴滴快车,06-18 22:30 周五,北京市,兴华大街|世纪华联生活超市枣园店,观音寺小区25号楼,4.52,15.6,北京市兴华大街|世纪华联生活超市枣园店,北京市观音寺小区25号楼,"116.332131,39.7562","116.3473,39.7278"
202,202,202,203,滴滴快车,06-19 14:10 周六,北京市,黄村|火神庙-北门,黄村西大街-地铁站,1.84,11.05,北京市黄村|火神庙-北门,北京市黄村西大街-地铁站,"116.33709,39.7285","116.332631,39.7317"
203,203,203,204,滴滴快车,06-19 19:18 周六,北京市,兴华大街|枣园地铁站A口,观音寺小区25号楼,4.5,14.54,北京市兴华大街|枣园地铁站A口,北京市观音寺小区25号楼,"116.331251,39.7536","116.3473,39.7278"
204,204,204,205,滴滴快车,06-20 11:23 周日,北京市,观音寺-北门,兴华大街|枣园尚城南区-北门,4.4,15.74,北京市观音寺-北门,北京市兴华大街|枣园尚城南区-北门,"116.347837,39.7286","116.332131,39.7562"
205,205,205,206,滴滴快车,06-21 10:43 周一,北京市,蓟门桥|蓟门里南区-南2门,中国工商银行(北京北太平庄支行),4.3,17.29,北京市蓟门桥|蓟门里南区-南2门,北京市中国工商银行(北京北太平庄支行),"116.354029,39.9677","116.369463,39.9703"
206,206,206,207,滴滴快车,06-22 21:25 周二,北京市,外馆东街23号院-西门,地铁19号线一期;地铁4号线大兴线;地铁6号线平安里-地铁站|…,6.7,27.56,北京市外馆东街23号院-西门,北京市地铁19号线一期;地铁4号线大兴线;地铁6号线平安里-地铁站|…,"116.40566,39.9650","116.372883,39.9339"
207,207,207,208,滴滴快车,06-22 22:32 周二,北京市,兴华大街|世纪华联生活超市枣园店,观音寺小区25号楼,4.46,15.25,北京市兴华大街|世纪华联生活超市枣园店,北京市观音寺小区25号楼,"116.332131,39.7562","116.3473,39.7278"
208,208,208,209,滴滴快车,06-24 23:03 周四,北京市,兴华大街|北京石油化工学院-南门,观音寺小区25号楼,4,16.25,北京市兴华大街|北京石油化工学院-南门,北京市观音寺小区25号楼,"116.325793,39.7462","116.3473,39.7278"
209,209,209,210,滴滴快车,06-25 18:25 周五,北京市,五道口|清华同方科技广场-东门,新街口地铁站A口,9.6,32.96,北京市五道口|清华同方科技广场-东门,北京市新街口地铁站A口,"116.337742,39.9928","116.36679,39.9409"
210,210,210,211,滴滴快车,06-25 19:51 周五,北京市,兴华大街|枣园地铁站A口附近-上车点,大兴区|首开康乃馨城-东门,1.8,14,北京市兴华大街|枣园地铁站A口附近-上车点,北京市大兴区|首开康乃馨城-东门,"116.332131,39.7562","116.341483,39.7269"
211,211,211,212,滴滴快车,06-26 09:43 周六,北京市,观音寺-北门,兴华大街|枣园尚城南区-北门,4.7,21.23,北京市观音寺-北门,北京市兴华大街|枣园尚城南区-北门,"116.347837,39.7286","116.332131,39.7562"
212,212,212,213,滴滴快车,06-26 21:56 周六,北京市,兴华大街|枣园尚城南区-东门,观音寺小区25号楼,4.6,17.55,北京市兴华大街|枣园尚城南区-东门,北京市观音寺小区25号楼,"116.332131,39.7562","116.3473,39.7278"
213,213,213,214,滴滴快车,06-27 14:24 周日,北京市,观音寺-北门,兴华大街|咖啡一色,4,14.76,北京市观音寺-北门,北京市兴华大街|咖啡一色,"116.347837,39.7286","116.332131,39.7562"
214,214,214,215,滴滴快车,06-27 21:07 周日,北京市,兴华大街|枣园尚城南区-北门,观音寺小区25号楼,4.6,17.55,北京市兴华大街|枣园尚城南区-北门,北京市观音寺小区25号楼,"116.332131,39.7562","116.3473,39.7278"
215,215,215,216,滴滴快车,06-28 09:26 周一,北京市,观音寺-北门,大兴区|首开康乃馨城30号院19号楼,5.6,19.89,北京市观音寺-北门,北京市大兴区|首开康乃馨城30号院19号楼,"116.347837,39.7286","116.341483,39.7269"
216,216,216,217,滴滴快车,06-28 13:29 周一,北京市,首开康乃馨城30号院19号楼东侧-上车点,兴华大街|枣园尚城南区-北门,2.5,13,北京市首开康乃馨城30号院19号楼东侧-上车点,北京市兴华大街|枣园尚城南区-北门,"116.311304,39.7475","116.332131,39.7562"
217,217,217,218,滴滴快车,06-28 20:21 周一,北京市,明光村西站-公交站路南,前门|无印良品酒店(北京坊店),10.6,37.94,北京市明光村西站-公交站路南,北京市前门|无印良品酒店(北京坊店),"116.350052,39.9580","116.403883,39.8961"
218,218,218,219,滴滴快车,06-29 13:04 周二,北京市,黄村西大街地铁站A口,观音寺小区25号楼,2.4,15,北京市黄村西大街地铁站A口,北京市观音寺小区25号楼,"116.331741,39.7320","116.3473,39.7278"
219,219,219,220,滴滴快车,07-02 18:16 周五,北京市,观音寺-北门,地铁4号线大兴线|枣园-地铁站,4,20.68,北京市观音寺-北门,北京市地铁4号线大兴线|枣园-地铁站,"116.347837,39.7286","116.332204,39.7534"
220,220,220,221,滴滴快车,07-02 21:35 周五,北京市,兴华大街|世纪华联生活超市枣园店,观音寺小区25号楼,4.4,15.25,北京市兴华大街|世纪华联生活超市枣园店,北京市观音寺小区25号楼,"116.332131,39.7562","116.3473,39.7278"
221,221,221,222,滴滴快车,07-04 12:20 周日,北京市,观音寺-北门,兴华大街|枣园尚城南区-北门,4.36,12.62,北京市观音寺-北门,北京市兴华大街|枣园尚城南区-北门,"116.347837,39.7286","116.332131,39.7562"
222,222,222,223,滴滴快车,07-06 17:23 周二,北京市,观音寺-北门,黄村火车站地铁站B口附近-下车点,2.32,9.77,北京市观音寺-北门,北京市黄村火车站地铁站B口附近-下车点,"116.347837,39.7286","116.353387,39.7014"
223,223,223,224,滴滴快车,07-06 22:16 周二,北京市,外馆东街23号院-西门,新街口|平安里地铁站A口,6.55,16.44,北京市外馆东街23号院-西门,北京市新街口|平安里地铁站A口,"116.40566,39.9650","116.372796,39.9493"
224,224,224,225,滴滴快车,07-06 23:26 周二,北京市,兴华大街|世纪华联生活超市枣园店,观音寺小区25号楼,4.31,10.4,北京市兴华大街|世纪华联生活超市枣园店,北京市观音寺小区25号楼,"116.332131,39.7562","116.3473,39.7278"
225,225,225,226,滴滴快车,07-07 17:30 周三,北京市,观音寺-北门,大兴区|山姆大叔(天健广场校区),5.38,20.97,北京市观音寺-北门,北京市大兴区|山姆大叔(天健广场校区),"116.347837,39.7286","116.341483,39.7269"
226,226,226,227,滴滴快车,07-07 18:38 周三,北京市,枣园路|山姆大叔(天健广场校区),北京市大兴区清源街道枣园巷枣园尚城南区北门|枣园尚城南区-北门,1.2,12.57,北京市枣园路|山姆大叔(天健广场校区),北京市北京市大兴区清源街道枣园巷枣园尚城南区北门|枣园尚城南区-北门,"116.324126,39.7529","116.327341,39.7554"
227,227,227,228,滴滴快车,07-07 20:56 周三,北京市,兴华大街|枣园尚城南区-东门,观音寺小区25号楼,4.61,16.97,北京市兴华大街|枣园尚城南区-东门,北京市观音寺小区25号楼,"116.332131,39.7562","116.3473,39.7278"
228,228,228,229,滴滴快车,07-08 16:03 周四,北京市,观音寺-北门,兴华大街|高米店北地铁站A口,6.76,18.09,北京市观音寺-北门,北京市兴华大街|高米店北地铁站A口,"116.347837,39.7286","116.330371,39.7744"
229,229,229,230,滴滴快车,07-08 16:23 周四,北京市,兴华大街|高米店北地铁站A口附近-上车点,黄村|花筑・华兴酒店,4.55,16.1,北京市兴华大街|高米店北地铁站A口附近-上车点,北京市黄村|花筑・华兴酒店,"116.332131,39.7562","116.33709,39.7285"
230,230,230,231,滴滴快车,07-09 14:06 周五,北京市,黄村|花筑・北京华兴酒店-东门,观音寺小区25号楼,1.86,11.57,北京市黄村|花筑・北京华兴酒店-东门,北京市观音寺小区25号楼,"116.33709,39.7285","116.3473,39.7278"
231,231,231,232,滴滴快车,07-11 13:23 周日,北京市,观音寺-北门,兴华大街|北京印刷学院-东门,3.4,15.8,北京市观音寺-北门,北京市兴华大街|北京印刷学院-东门,"116.347837,39.7286","116.332145,39.7438"
232,232,232,233,滴滴快车,07-13 12:24 周二,北京市,观音寺-北门,黄村西大街-地铁站,1.7,13,北京市观音寺-北门,北京市黄村西大街-地铁站,"116.347837,39.7286","116.332631,39.7317"
233,233,233,234,滴滴快车,07-13 14:17 周二,北京市,外馆东街23号院-西门,朝阳区|幸福二村小区34号院,7.1,29.61,北京市外馆东街23号院-西门,北京市朝阳区|幸福二村小区34号院,"116.40566,39.9650","116.443136,39.9214"
234,234,234,235,滴滴快车,07-13 16:06 周二,北京市,幸福二村巷|幸福二村34号院-东南门,东城区王府井大街88号in881F层王府井银泰in88|北京王…,5.2,26.59,北京市幸福二村巷|幸福二村34号院-东南门,北京市东城区王府井大街88号in881F层王府井银泰in88|北京王…,"116.447465,39.9394","116.411812,39.9161"
235,235,235,236,滴滴快车,07-13 20:29 周二,北京市,外馆东街23号院-西门,观音寺小区25号楼,32.73,84.42,北京市外馆东街23号院-西门,北京市观音寺小区25号楼,"116.40566,39.9650","116.3473,39.7278"
236,236,236,237,滴滴快车,07-14 10:16 周三,北京市,观音寺-北门,枣园-地铁站,3.9,14.26,北京市观音寺-北门,北京市枣园-地铁站,"116.347837,39.7286","116.332204,39.7534"
237,237,237,238,滴滴快车,07-14 11:45 周三,北京市,兴华大街|枣园地铁站B口,安贞|外馆东街23号院,29.3,67.54,北京市兴华大街|枣园地铁站B口,北京市安贞|外馆东街23号院,"116.332131,39.7562","116.403378,39.9731"
238,238,238,239,滴滴快车,07-14 13:06 周三,北京市,安贞|安华里社区-西1门,工体|光彩国际公寓,8.49,16.71,北京市安贞|安华里社区-西1门,北京市工体|光彩国际公寓,"116.403378,39.9731","116.444735,39.9277"
239,239,239,240,滴滴快车,07-14 15:05 周三,北京市,朝外大街|北京工人体育场-南2门,观音寺小区25号楼,32.61,78.67,北京市朝外大街|北京工人体育场-南2门,北京市观音寺小区25号楼,"116.443877,39.9246","116.3473,39.7278"
240,240,240,241,滴滴快车,07-16 12:20 周五,北京市,观音寺-北门,黄村西大街-地铁站,1.62,10.92,北京市观音寺-北门,北京市黄村西大街-地铁站,"116.347837,39.7286","116.332631,39.7317"
241,241,241,242,滴滴快车,07-16 13:38 周五,北京市,朝阳公园|枣营地铁站A口,朝阳公园|SOLANA蓝色港湾-东五门,0,4,北京市朝阳公园|枣营地铁站A口,北京市朝阳公园|SOLANA蓝色港湾-东五门,"116.48247,39.9442","116.48247,39.9442"
242,242,242,243,滴滴快车,07-17 13:08 周六,北京市,君颐百合精品酒店(南地铁站店),观音寺小区25号楼,8.5,27.1,北京市君颐百合精品酒店(南地铁站店),北京市观音寺小区25号楼,"116.333353,39.7661","116.3473,39.7278"
243,243,243,244,滴滴快车,07-20 11:42 周二,北京市,观音寺-北门,兴华大街|万龙洲海鲜(大兴店),4.7,15.38,北京市观音寺-北门,北京市兴华大街|万龙洲海鲜(大兴店),"116.347837,39.7286","116.334625,39.7640"
244,244,244,245,滴滴专车,07-20 14:06 周二,北京市,绿地中央广场・兴贸中心-西门,地铁4号线大兴线枣园-地铁站|枣园地铁站D口,1.9,20.29,北京市绿地中央广场・兴贸中心-西门,北京市地铁4号线大兴线枣园-地铁站|枣园地铁站D口,"116.333298,39.766","116.331307,39.7531"
245,245,245,246,滴滴快车,07-20 20:49 周二,北京市,兴华大街|彩虹新城-西门对面,观音寺小区25号楼,7.2,26.63,北京市兴华大街|彩虹新城-西门对面,北京市观音寺小区25号楼,"116.332131,39.7562","116.3473,39.7278"
246,246,246,247,滴滴快车,07-21 12:46 周三,北京市,观音寺-北门,黄村西大街-地铁站,2.1,13,北京市观音寺-北门,北京市黄村西大街-地铁站,"116.347837,39.7286","116.332631,39.7317"
247,247,247,248,滴滴快车,07-22 20:31 周四,北京市,兴丰大街|绿地缤纷城北区(出入口),观音寺小区25号楼,7.89,27.6,北京市兴丰大街|绿地缤纷城北区(出入口),北京市观音寺小区25号楼,"116.339495,39.7279","116.3473,39.7278"
248,248,248,249,滴滴快车,07-25 10:53 周日,北京市,观音寺-北门,枣园-地铁站,3.94,12.07,北京市观音寺-北门,北京市枣园-地铁站,"116.347837,39.7286","116.332204,39.7534"
249,249,249,250,滴滴快车,07-28 12:48 周三,北京市,宣武门地铁站G口,枣园-地铁站,20,50.15,北京市宣武门地铁站G口,北京市枣园-地铁站,"116.373801,39.8888","116.332204,39.7534"
250,250,250,251,滴滴快车,07-28 14:31 周三,北京市,观音寺北里小区-西1门,海子角|北京市志诚公证处,1.2,13,北京市观音寺北里小区-西1门,北京市海子角|北京市志诚公证处,"116.348845,39.7303","116.345588,39.7192"
251,251,251,252,滴滴快车,07-28 14:56 周三,北京市,黄马路|北京市志诚公证处,兴华大街|北京石油化工学院-南门,5.9,17.06,北京市黄马路|北京市志诚公证处,北京市兴华大街|北京石油化工学院-南门,"116.353897,39.7214","116.325793,39.7462"
252,252,252,253,滴滴快车,07-28 17:31 周三,北京市,兴华大街|北京石油化工学院-南门,大兴区枣园巷2号|枣园尚城南区,2.2,14,北京市兴华大街|北京石油化工学院-南门,北京市大兴区枣园巷2号|枣园尚城南区,"116.325793,39.7462","116.328011,39.7541"
253,253,253,254,滴滴快车,07-29 09:40 周四,北京市,观音寺-北门,兴华大街|北京石油化工学院-南门,3.7,15.15,北京市观音寺-北门,北京市兴华大街|北京石油化工学院-南门,"116.347837,39.7286","116.325793,39.7462"
254,254,254,255,滴滴快车,07-29 10:55 周四,北京市,兴华大街|北京石油化工学院-南门,观音寺小区25号楼,4.1,14.54,北京市兴华大街|北京石油化工学院-南门,北京市观音寺小区25号楼,"116.325793,39.7462","116.3473,39.7278"
255,255,255,256,滴滴快车,07-29 12:33 周四,北京市,观音寺-北门,旧宫|明悦湾-南1门,12.6,32.94,北京市观音寺-北门,北京市旧宫|明悦湾-南1门,"116.347837,39.7286","116.455015,39.8086"
256,256,256,257,滴滴快车,07-29 22:32 周四,北京市,西红门|鸿坤・理想城4期-南门,观音寺小区25号楼,8.5,32.88,北京市西红门|鸿坤・理想城4期-南门,北京市观音寺小区25号楼,"116.351865,39.7929","116.3473,39.7278"
257,257,257,258,滴滴快车,07-30 09:49 周五,北京市,观音寺-北门,海子角|北京市志诚公证处,1.1,14,北京市观音寺-北门,北京市海子角|北京市志诚公证处,"116.347837,39.7286","116.345588,39.7192"
258,258,258,259,滴滴快车,07-30 10:10 周五,北京市,黄马路|北京市志诚公证处,黄村|大兴大悦春风里,2.7,13,北京市黄马路|北京市志诚公证处,北京市黄村|大兴大悦春风里,"116.353897,39.7214","116.346341,39.7269"
259,259,259,260,滴滴快车,07-30 20:44 周五,北京市,兴盛街189号院-东2门,观音寺小区25号楼,4.9,17.14,北京市兴盛街189号院-东2门,北京市观音寺小区25号楼,"116.317729,39.7522","116.3473,39.7278"
260,260,260,261,滴滴快车,07-31 17:10 周六,北京市,观音寺-北门,兴华大街|枣园尚城南区-北门,4.3,14.99,北京市观音寺-北门,北京市兴华大街|枣园尚城南区-北门,"116.347837,39.7286","116.332131,39.7562"
261,261,261,262,滴滴快车,08-02 11:46 周一,北京市,兴华大街|枣园尚城南区-南门,东大桥|北京侨福芳草地,32.2,78.48,北京市兴华大街|枣园尚城南区-南门,北京市东大桥|北京侨福芳草地,"116.332131,39.7562","116.452766,39.9216"
262,262,262,263,滴滴快车,08-02 14:41 周一,北京市,北京侨福芳草地内-上车点,观音寺小区25号楼,30.4,75.23,北京市北京侨福芳草地内-上车点,北京市观音寺小区25号楼,"116.448833,39.9195","116.3473,39.7278"
263,263,263,264,滴滴快车,08-02 19:51 周一,北京市,观音寺|丽枫酒店-东1门,大兴区|兴盛街189号院-东2门,6.2,22.48,北京市观音寺|丽枫酒店-东1门,北京市大兴区|兴盛街189号院-东2门,"116.349207,39.727","116.341483,39.7269"
264,264,264,265,滴滴快车,08-07 10:33 周六,北京市,观音寺-北门,大兴区枣园东里38|翰皇hanor(康庄路店),4.5,15.3,北京市观音寺-北门,北京市大兴区枣园东里38|翰皇hanor(康庄路店),"116.347837,39.7286","116.333838,39.7574"
265,265,265,266,滴滴快车,08-07 10:56 周六,北京市,兴华大街|首邑上城-北2门,北京荟聚中心(西红门店),4.2,14.84,北京市兴华大街|首邑上城-北2门,北京市北京荟聚中心(西红门店),"116.332131,39.7562","116.326497,39.7881"
266,266,266,267,滴滴快车,08-07 18:53 周六,北京市,兴华大街|咖啡一色东侧-上车点,观音寺小区25号楼,2.2,13,北京市兴华大街|咖啡一色东侧-上车点,北京市观音寺小区25号楼,"116.332131,39.7562","116.3473,39.7278"
267,267,267,268,滴滴快车,08-09 16:18 周一,北京市,观音寺-北门,荟聚・西红门购物中心-东北门,10.7,29.78,北京市观音寺-北门,北京市荟聚・西红门购物中心-东北门,"116.347837,39.7286","116.327817,39.7898"
268,268,268,269,滴滴快车,08-10 09:56 周二,北京市,观音寺-北门,大兴区兴盛街与枣园路交叉口南 150米兴盛街189号院|兴盛街1…,4.9,15.25,北京市观音寺-北门,北京市大兴区兴盛街与枣园路交叉口南 150米兴盛街189号院|兴盛街1…,"116.347837,39.7286","116.317697,39.7516"
269,269,269,270,滴滴快车,08-12 15:22 周四,北京市,观音寺-北门,兴华大街|全季酒店(北京大兴绿地缤纷城店),8.3,25.92,北京市观音寺-北门,北京市兴华大街|全季酒店(北京大兴绿地缤纷城店),"116.347837,39.7286","116.333618,39.7663"
270,270,270,271,滴滴快车,08-12 19:55 周四,北京市,兴华大街|全季酒店(北京大兴绿地缤纷城店)东北侧-上车点,大兴区|兴盛街189号院-东2门,3.11,14.47,北京市兴华大街|全季酒店(北京大兴绿地缤纷城店)东北侧-上车点,北京市大兴区|兴盛街189号院-东2门,"116.332131,39.7562","116.341483,39.7269"
271,271,271,272,滴滴快车,08-13 20:13 周五,北京市,黄村|火神庙-北门,观音寺小区25号楼,10.03,35.71,北京市黄村|火神庙-北门,北京市观音寺小区25号楼,"116.33709,39.7285","116.3473,39.7278"
272,272,272,273,滴滴快车,08-15 10:37 周日,北京市,大兴区.南湖巷|观音寺-北门,兴华大街|枣园尚城南区-北门,4.61,13.48,北京市大兴区.南湖巷|观音寺-北门,北京市兴华大街|枣园尚城南区-北门,"116.34923,39.7288","116.332131,39.7562"
273,273,273,274,滴滴快车,08-16 17:58 周一,北京市,观音寺-北门,兴华大街|万龙洲海鲜(大兴店),4.9,15.46,北京市观音寺-北门,北京市兴华大街|万龙洲海鲜(大兴店),"116.347837,39.7286","116.334625,39.7640"
274,274,274,275,滴滴快车,08-17 18:19 周二,北京市,景华南街|汉威大厦-北2门对面,兴华大街|桔子酒店(北京黄村高米店北地铁站店),0,4,北京市景华南街|汉威大厦-北2门对面,北京市兴华大街|桔子酒店(北京黄村高米店北地铁站店),"116.455487,39.9144","116.326963,39.7724"
275,275,275,276,滴滴快车,08-18 07:23 周三,北京市,北京千禧大酒店-正门,北京市大兴区观音寺25号楼|观音寺小区25号楼,36.1,101.73,北京市北京千禧大酒店-正门,北京市北京市大兴区观音寺25号楼|观音寺小区25号楼,"116.459081,39.9170","116.3473,39.7278"
276,276,276,277,滴滴快车,08-18 15:05 周三,北京市,观音寺-北门,兴华大街|枣园尚城南区-北门,4.5,15.1,北京市观音寺-北门,北京市兴华大街|枣园尚城南区-北门,"116.347837,39.7286","116.332131,39.7562"
277,277,277,278,滴滴快车,08-18 15:45 周三,北京市,兴华大街|枣园尚城南区-东门,右安门|首都医科大学附属北京佑安医院-西1门,17.26,35.42,北京市兴华大街|枣园尚城南区-东门,北京市右安门|首都医科大学附属北京佑安医院-西1门,"116.332131,39.7562","116.36615,39.8669"
278,278,278,279,滴滴快车,08-18 18:56 周三,北京市,北京龙湖大兴天街-东南门,大兴区|兴盛街189号院-东2门,7.7,27.36,北京市北京龙湖大兴天街-东南门,北京市大兴区|兴盛街189号院-东2门,"116.320286,39.6879","116.341483,39.7269"
279,279,279,280,滴滴快车,08-18 20:09 周三,北京市,兴盛街189号院-东2门,兴业大街|红木林小区北区-南门,1.01,11.76,北京市兴盛街189号院-东2门,北京市兴业大街|红木林小区北区-南门,"116.317729,39.7522","116.325324,39.7551"
